375	6.34250428288492E-03
376	6.38551310773963E-03
377	6.46184012828612E-03
378	6.56140790866468E-03
379	6.67418913562388E-03
380	6.79013201967408E-03
381	6.89919026931668E-03
382	6.99020623411444E-03
383	7.06094215864511E-03
384	7.03976866199295E-03
385	6.97943291155523E-03
386	6.90846801523995E-03
387	6.78964306028764E-03
388	6.70355450445517E-03
389	6.62274683582874E-03
390	6.59699687968307E-03
391	6.53854530216199E-03
392	6.49065021511082E-03
393	6.52220692425686E-03
394	6.5586529753658E-03
395	6.60268538018679E-03
396	6.63351412863805E-03
397	6.74234090178833E-03
398	6.84307814142871E-03
399	6.90764905182964E-03
400	6.96340080545096E-03
401	7.05360504941065E-03
402	7.13485802695494E-03
403	7.19346200527912E-03
404	7.30283138631869E-03
405	7.38086375364985E-03
406	7.50617687703044E-03
407	7.63877088314087E-03
408	7.76170206652457E-03
409	7.97342052424426E-03
410	8.10159638021963E-03
411	8.24433243290234E-03
412	8.40866442735702E-03
413	8.59017199408096E-03
414	8.75090232195193E-03
415	8.89604881453339E-03
416	9.06155904455474E-03
417	9.20048904662283E-03
418	9.36636872283986E-03
419	9.48490861067851E-03
420	9.59002076832561E-03
421	9.73263518799118E-03
422	9.85871581493039E-03
423	9.98223639436266E-03
424	1.00842132427447E-02
425	1.01968143004776E-02
426	1.02883650715106E-02
427	1.03866115509571E-02
428	1.05015318340482E-02
429	1.05699874643504E-02
430	1.06588275659553E-02
431	0.010749911119765
432	1.08298525616962E-02
433	1.09263797485826E-02
434	1.10263444439171E-02
435	1.10917166759252E-02
436	1.11518486630067E-02
437	1.12463293375678E-02
438	1.12997108947757E-02
439	1.13641566820282E-02
440	1.14230481944917E-02
441	1.14450329872799E-02
442	1.14657911682446E-02
443	1.15147641261304E-02
444	0.011551120851804
445	1.15779277696147E-02
446	1.15852664935824E-02
447	1.15823497960733E-02
448	1.15542264903945E-02
449	1.15306911778874E-02
450	1.14787255140221E-02
451	1.14088271659418E-02
452	1.13018837955721E-02
453	1.11920603158037E-02
454	1.10613577752141E-02
455	1.09616399149804E-02
456	1.08435105306061E-02
457	1.07187862514863E-02
458	1.06171799961172E-02
459	1.05179991234243E-02
460	0.010432096322858
461	1.03524377550554E-02
462	1.02711666027044E-02
463	1.01701214138447E-02
464	0.010056858505738
465	9.94256323995094E-03
466	9.81668737813017E-03
467	9.69131574900957E-03
468	9.55254146171996E-03
469	9.40722072690914E-03
470	9.27808778676154E-03
471	9.14905806744074E-03
472	9.03028308989228E-03
473	8.91479423571184E-03
474	8.77418045035812E-03
475	8.62552312645624E-03
476	8.49327342880316E-03
477	8.34334145453075E-03
478	8.19995675055823E-03
479	0.008050577368912
480	7.91006606705867E-03
481	7.76306598271366E-03
482	7.62362878017887E-03
483	7.48306061359554E-03
484	7.33436031930782E-03
485	7.21378285464176E-03
486	7.06898548002238E-03
487	6.94503410153382E-03
488	6.83301478431353E-03
489	6.70552794199601E-03
490	6.58308794659548E-03
491	6.45571822194781E-03
492	6.33046055392456E-03
493	6.19049850293131E-03
494	6.04409230908662E-03
495	5.89868689000139E-03
496	5.74267046151231E-03
497	5.61074459596892E-03
498	5.46325628745865E-03
499	5.31860706779408E-03
500	5.16282842144522E-03
501	5.00736768660886E-03
502	4.84221532797161E-03
503	4.67367853219934E-03
504	4.49054881610743E-03
505	4.32402585667025E-03
506	4.16052177862809E-03
507	3.99253902015637E-03
508	3.82309377944793E-03
509	3.67009268673526E-03
510	3.5127579027141E-03
511	3.36419493414321E-03
512	3.21007519877421E-03
513	3.05925686439227E-03
514	2.91356055915057E-03
515	2.77872797666564E-03
516	2.64165954700862E-03
517	2.52203404426792E-03
518	2.40265988431664E-03
519	2.27233648235792E-03
520	2.17067069597825E-03
521	2.08117842508366E-03
522	1.98433191369937E-03
523	1.90050508046256E-03
524	1.8284776549429E-03
525	1.74795739501617E-03
526	1.67188176545826E-03
527	1.61676216531459E-03
528	1.55751546490975E-03
529	1.50508417868728E-03
530	1.45464461089102E-03
531	1.38987199195004E-03
532	1.35122656891907E-03
533	1.30389791768356E-03
534	1.25079350500449E-03
535	1.21239830404627E-03
536	1.18287412807662E-03
537	1.14284961190862E-03
538	1.12604301286066E-03
539	1.11451208062708E-03
540	1.09519726606996E-03
541	1.0751724369433E-03
542	1.05850144204191E-03
543	1.02990508290038E-03
544	1.00706547845084E-03
545	9.80450740419528E-04
546	9.71150359796479E-04
547	9.53983785021302E-04
548	9.53483746706496E-04
549	9.44650864285064E-04
550	9.45210961290099E-04
551	9.35685585055287E-04
552	9.33701554787403E-04
553	9.16166825064586E-04
554	9.08550197333389E-04
555	8.93943586927701E-04
556	8.80754656545666E-04
557	8.71288827801787E-04
558	8.60709707121226E-04
559	8.38265357965649E-04
560	8.28112680007416E-04
561	8.04012276016877E-04
562	7.97613658866663E-04
563	8.01879600936532E-04
564	7.99453429920623E-04
565	7.89627404845861E-04
566	7.97904634149003E-04
567	8.07117390344982E-04
568	8.23211508455332E-04
569	8.35028284615174E-04
570	8.32781638545387E-04
571	8.35123077364347E-04
572	8.3879184763743E-04
573	8.39465095843879E-04
574	8.43765132406947E-04
575	8.52899328732066E-04
576	8.56128102884314E-04
577	8.56961855927046E-04
578	8.68935843982131E-04
579	8.87043956954616E-04
580	9.13404543050632E-04
581	9.31465063415787E-04
582	9.45382384610696E-04
583	9.59670974280136E-04
584	9.67994677357729E-04
585	9.68988070203818E-04
586	9.78607990962616E-04
587	1.00482526679352E-03
588	1.01288542284763E-03
589	1.0246543022546E-03
590	1.04255141626303E-03
591	1.06981854805704E-03
592	1.08855105573452E-03
593	1.10016414786519E-03
594	1.10905156503022E-03
595	1.11434810408442E-03
596	1.11551528173838E-03
597	1.11313851103191E-03
598	1.11943523255021E-03
599	1.13033345293874E-03
600	1.13149448938264E-03
601	1.13483061238658E-03
602	1.14865020576344E-03
603	1.15347914124612E-03
604	1.15697326084307E-03
605	1.16458623603355E-03
606	1.17198521487668E-03
607	1.18516042811665E-03
608	1.18544978197384E-03
609	1.19783502013268E-03
610	1.19925381639651E-03
611	1.18788633500417E-03
612	1.18222927016326E-03
613	1.17233157858164E-03
614	1.17023313888322E-03
615	1.16549455069287E-03
616	1.17191254577716E-03
617	1.17002515769421E-03
618	1.17089668395096E-03
619	1.19586350080144E-03
620	1.20032838107075E-03
621	1.2336137114245E-03
622	1.23803748736378E-03
623	1.24047354339297E-03
624	1.26403120877919E-03
625	1.2921531260773E-03
626	1.32606506051693E-03
627	1.35060442987857E-03
628	1.38163348363249E-03
629	1.40819180628827E-03
630	1.43174757478526E-03
631	1.47242652727464E-03
632	1.50903957749123E-03
633	1.54023088198399E-03
634	1.54238685373581E-03
635	1.56791457933923E-03
636	1.59820752398975E-03
637	1.63565418205568E-03
638	1.69484688188562E-03
639	1.7667349233993E-03
640	1.84643955145767E-03
641	1.92695956699435E-03
642	2.03160827346377E-03
643	2.16795549489571E-03
644	2.30349110276684E-03
645	2.42205697556633E-03
646	2.53957461286875E-03
647	2.66202938857962E-03
648	2.76363752025462E-03
649	2.86001368029325E-03
650	2.94960401708972E-03
651	3.02913252786182E-03
652	3.07174985247509E-03
653	3.10275192171445E-03
654	3.14557843463782E-03
655	3.19345919965281E-03
656	3.23708675549037E-03
657	3.2902769640759E-03
658	3.33119474063066E-03
659	3.36822682002154E-03
660	3.41836920865329E-03
661	3.4905175351131E-03
662	3.57805367709931E-03
663	3.6570150547354E-03
664	3.75113562365844E-03
665	3.85571552230823E-03
666	3.99090332824595E-03
667	4.12611153287773E-03
668	4.2367716143483E-03
669	4.34236102870251E-03
670	4.40902324922045E-03
671	4.42635404729813E-03
672	4.43323563891635E-03
673	4.41583973976653E-03
674	4.32213187797658E-03
675	4.23934175726814E-03
676	4.17730824461311E-03
677	4.10975384738771E-03
678	4.0611152630648E-03
679	3.95523139966023E-03
680	3.84478096932504E-03
681	3.7310942568854E-03
682	3.58110311699345E-03
683	3.39073567367566E-03
684	3.20411315935396E-03
685	2.97598305429737E-03
686	2.72556272776202E-03
687	2.5256212016245E-03
688	2.3381894636043E-03
689	2.13476883399928E-03
690	1.98594982380873E-03
691	1.78712109531057E-03
692	1.60441009755231E-03
693	1.43828207697587E-03
694	1.29012260102813E-03
695	1.16607371830343E-03
696	1.07685946921197E-03
697	9.73967854026044E-04
698	8.87202402653231E-04
699	8.15231167950161E-04
700	7.69859922787876E-04
701	6.93545449449119E-04
702	7.67063986891036E-04
703	7.59443693251463E-04
704	7.46041686729887E-04
705	7.80963999498606E-04
706	8.12877805943455E-04
707	8.32279728419239E-04
708	8.29665662742097E-04
709	7.95528626611604E-04
710	7.20368972688406E-04
